0,-Inf
2,-34.6854752091281
4,-28.6648752958484
6,-25.2645330689787
8,-23.0139434964491
10,-21.383240467627
12,-20.2136256242411
14,-19.2439331556991
16,-18.427208076271
18,-17.5287779807843
20,-16.6690326984056
22,-16.0123556359771
24,-15.7629828247852
26,-15.6409308450481
28,-15.0551433230083
30,-15.0174604455173
32,-15.9702931342218
34,-16.0546228222451
36,-15.0551433230083
38,-15.6814245763764
40,-16.9933435831695
